URL,開講年度,学部,科目名,担当教員,学期曜日時限,科目区分,配当年次,単位数,使用教室,キャンパス,科目キー,科目クラスコード,授業で使用する言語,授業方法区分,大分野名称,中分野名称,小分野名称,レベル,授業形態,教科書,成績評価方法,学期,曜日,時限,単位取得難易度,必修,群,レポート,出席,テスト,学年,学科
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002082024260011100226,2024年度,基幹理工学部,Communication Strategies 2　月１ヨセフ,ヨセフ　マイケル　カリーム,秋学期  月１時限,"['外国語', '英語', '必修']",１,1,６１-４１３教室,西早稲田（旧大久保）,2600111002,08,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,月,[1],2,必修,A,0.4126520915139094,0.4901806917347,0.09716721675139056,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002092024260011100226,2024年度,基幹理工学部,Communication Strategies 2　月３フェラーロ,フェラーロ　ティモシー　クリントン,秋学期  月３時限,"['外国語', '英語', '必修']",１,1,５３-２０４教室,西早稲田（旧大久保）,2600111002,09,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,月,[3],1,必修,A,0.14744129944553006,0.5871956674748868,0.2653630330795832,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002102024260011100226,2024年度,基幹理工学部,Communication Strategies 2　月３伊藤,伊藤　衣里,秋学期  月３時限,"['外国語', '英語', '必修']",１,1,５４-３０１教室,西早稲田（旧大久保）,2600111002,10,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,月,[3],1,必修,A,0.1209294203074842,0.41886408704606587,0.46020649264644997,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002112024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１伊藤,伊藤　衣里,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５４-Ｂ０４教室,西早稲田（旧大久保）,2600111002,11,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],3,必修,A,0.416752608436903,0.5519853372000513,0.031262054363045626,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002122024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１ヒントン,Ｒ．Ｄ．ヒントン,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５３-１０１教室,西早稲田（旧大久保）,2600111002,12,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],2,必修,A,0.04363012172081077,0.32327209838814114,0.6330977798910482,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002132024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１マーフィー,マーフィー　ケヴィン,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５４-Ｂ０３教室,西早稲田（旧大久保）,2600111002,13,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],4,必修,A,0.13438882476854527,0.551023588211277,0.31458758702017786,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002142024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１ウイルコックス,ウイルコックス　リチャード　ブライアン,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５３-３０４教室,西早稲田（旧大久保）,2600111002,14,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],1,必修,A,0.3938632360016929,0.2071433335603959,0.39899343043791125,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002152024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１ナダー,ナダー　ジャミリア　アイィーシャ,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５４-３０３教室,西早稲田（旧大久保）,2600111002,15,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],4,必修,A,0.11677012276248588,0.4368321558869014,0.4463977213506127,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002162024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１ロマノ,ロマノ　グレッグ　スティーヴン,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５３-１０３教室,西早稲田（旧大久保）,2600111002,16,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],2,必修,A,0.19064756488345758,0.3481253430188929,0.4612270920976495,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002172024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１レイナ,レイナ　マイケル　ジェイムズ,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５４-１０４教室,西早稲田（旧大久保）,2600111002,17,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],1,必修,A,0.5824058595886229,0.04242329130358779,0.37517084910778925,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002182024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１ウルエタ,ウルエタ　スティーヴン　ハビーブ,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５４-４０１教室,西早稲田（旧大久保）,2600111002,18,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],2,必修,A,0.2083457437197767,0.6775909809472674,0.1140632753329558,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002192024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１田中,田中　暁子,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５３-２０３教室,西早稲田（旧大久保）,2600111002,19,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],4,必修,A,0.29984474757538493,0.26534257725508437,0.43481267516953065,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002202024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火１ウィリアムズ,ウィリアムズ　デイビッド,秋学期  火１時限,"['外国語', '英語', '必修']",１,1,５３-２０４教室,西早稲田（旧大久保）,2600111002,20,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[1],4,必修,A,0.4002199708245033,0.17563722281558183,0.42414280635991486,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002212024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火２伊藤,伊藤　衣里,秋学期  火２時限,"['外国語', '英語', '必修']",１,1,５４-Ｂ０４教室,西早稲田（旧大久保）,2600111002,21,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[2],3,必修,A,0.19001846171712655,0.3404707613452761,0.46951077693759735,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002222024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火２ウィリアムズ,ウィリアムズ　デイビッド,秋学期  火２時限,"['外国語', '英語', '必修']",１,1,５３-２０４教室,西早稲田（旧大久保）,2600111002,22,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[2],4,必修,A,0.33845112070338734,0.2861956100689384,0.3753532692276743,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002232024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火２ロマノ,ロマノ　グレッグ　スティーヴン,秋学期  火２時限,"['外国語', '英語', '必修']",１,1,５４-１０３教室,西早稲田（旧大久保）,2600111002,23,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[2],1,必修,A,0.4883600895923035,0.4322770310374944,0.07936287937020203,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002242024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火２ヒントン,Ｒ．Ｄ．ヒントン,秋学期  火２時限,"['外国語', '英語', '必修']",１,1,５３-１０１教室,西早稲田（旧大久保）,2600111002,24,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[2],3,必修,A,0.2497588275044814,0.003864906055765825,0.7463762664397527,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002252024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火２レイナ,レイナ　マイケル　ジェイムズ,秋学期  火２時限,"['外国語', '英語', '必修']",１,1,５４-１０４教室,西早稲田（旧大久保）,2600111002,25,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[2],2,必修,A,0.42037630723467273,0.1641679879573864,0.4154557048079408,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002262024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火２ナダー,ナダー　ジャミリア　アイィーシャ,秋学期  火２時限,"['外国語', '英語', '必修']",１,1,５４-３０３教室,西早稲田（旧大久保）,2600111002,26,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[2],4,必修,A,0.4426178696986797,0.5267468328171019,0.030635297484218383,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002272024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火２ウイルコックス,ウイルコックス　リチャード　ブライアン,秋学期  火２時限,"['外国語', '英語', '必修']",１,1,５３-３０４教室,西早稲田（旧大久保）,2600111002,27,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[2],1,必修,A,0.24720147369003523,0.36205159429370504,0.3907469320162599,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002282024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火２マーフィー,マーフィー　ケヴィン,秋学期  火２時限,"['外国語', '英語', '必修']",１,1,５４-Ｂ０３教室,西早稲田（旧大久保）,2600111002,28,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[2],4,必修,A,0.13056461945921113,0.4688364297002679,0.40059895084052105,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002292024260011100226,2024年度,基幹理工学部,Communication Strategies 2　火２田中,田中　暁子,秋学期  火２時限,"['外国語', '英語', '必修']",１,1,５３-２０３教室,西早稲田（旧大久保）,2600111002,29,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,火,[2],1,必修,A,0.058688173898634934,0.305893836115207,0.6354179899861582,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002312024260011100226,2024年度,基幹理工学部,Communication Strategies 2　水１バートン,バートン　リチャード　レズリー,秋学期  水１時限,"['外国語', '英語', '必修']",１,1,５３-１０１教室,西早稲田（旧大久保）,2600111002,31,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,水,[1],4,必修,A,0.3312971384364694,0.5011811551444809,0.16752170641904965,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002322024260011100226,2024年度,基幹理工学部,Communication Strategies 2　水１人見,人見　憲司,秋学期  水１時限,"['外国語', '英語', '必修']",１,1,５４-３０１教室,西早稲田（旧大久保）,2600111002,32,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,水,[1],4,必修,A,0.5025436057654099,0.054722134314378335,0.44273425992021176,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002332024260011100226,2024年度,基幹理工学部,Communication Strategies 2　水１田中,田中　暁子,秋学期  水１時限,"['外国語', '英語', '必修']",１,1,５４-１０２教室,西早稲田（旧大久保）,2600111002,33,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,水,[1],1,必修,A,0.3073684437725225,0.5962082642445107,0.09642329198296676,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111002342024260011100226,2024年度,基幹理工学部,Communication Strategies 2　水１リトル,リトル　アンドリア,秋学期  水１時限,"['外国語', '英語', '必修']",１,1,５３-Ｂ０３教室,西早稲田（旧大久保）,2600111002,34,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Communication Strategies 2, Fifth Edition. (2023). Sheppard, C., Fujii, M., Manalo, E., Masuda, H., Sakai, H., Shinohara, Y., Tanaka-Ellis, N., and Ueno, Y. Tokyo: DTP Publishers.",The assessment of the course is based on a combination of the following.· Unit Tasks & Assignments· In-Class Performance· TestsThe contribution each assessment makes to the final grade is available on the “Student Performance Record Sheet” (SPRS) which can be accessed from the CS2 course page on Waseda Moodle.,秋学期,水,[1],2,必修,A,0.32066452725983774,0.24366981330176027,0.435665659438402,1,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
