URL,開講年度,開講場所,科目名,担当教員,学期曜日時限,科目区分,配当年次,単位数,使用教室,キャンパス,科目キー,科目クラスコード,授業で使用する言語,授業方法区分,大分野名称,中分野名称,小分野名称,レベル,授業形態,教科書,成績評価方法
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004102024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木２バーティウム,バーティウム　ディビッド　ジョン,秋学期  木２時限,外国語　英語　必修,１年以上,1,５４-１０１教室,西早稲田（旧大久保）,2600111004,10,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004112024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木２田中,田中　暁子,秋学期  木２時限,外国語　英語　必修,１年以上,1,５４-２０１教室,西早稲田（旧大久保）,2600111004,11,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004122024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木２折田,折田　奈甫,秋学期  木２時限,外国語　英語　必修,１年以上,1,５４-４０３教室,西早稲田（旧大久保）,2600111004,12,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004132024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木２片山,片山　晶子,秋学期  木２時限,外国語　英語　必修,１年以上,1,５４-Ｂ０３教室,西早稲田（旧大久保）,2600111004,13,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004142024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木２ロマノ,ロマノ　グレッグ　スティーヴン,秋学期  木２時限,外国語　英語　必修,１年以上,1,５３-Ｂ０１教室,西早稲田（旧大久保）,2600111004,14,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004152024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木２グリーン,グリーン　マイケル　クリストファー,秋学期  木２時限,外国語　英語　必修,１年以上,1,５４-３０２教室,西早稲田（旧大久保）,2600111004,15,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004162024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木２ブラウン,ブラウン　ジョナサン　ディビッド,秋学期  木２時限,外国語　英語　必修,１年以上,1,６０-２０２教室,西早稲田（旧大久保）,2600111004,16,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004172024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３中野,中野　葉子,秋学期  木３時限,外国語　英語　必修,１年以上,1,５４-２０１教室,西早稲田（旧大久保）,2600111004,17,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004182024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３ダイヤー,ダイヤー　マイケル　Ｗ．Ａ．,秋学期  木３時限,外国語　英語　必修,１年以上,1,６１-２０６教室,西早稲田（旧大久保）,2600111004,18,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004192024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３片山,片山　晶子,秋学期  木３時限,外国語　英語　必修,１年以上,1,５４-Ｂ０３教室,西早稲田（旧大久保）,2600111004,19,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004202024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３ヴァジラサーン,Ａ．ヴァジラサーン,秋学期  木３時限,外国語　英語　必修,１年以上,1,５３-１０４教室,西早稲田（旧大久保）,2600111004,20,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004212024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３シーハン,シーハン　リチャード　ウィリアム,秋学期  木３時限,外国語　英語　必修,１年以上,1,６０-１０２教室,西早稲田（旧大久保）,2600111004,21,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004222024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３酒井,酒井　弘,秋学期  木３時限,外国語　英語　必修,１年以上,1,６１-４０1教室,西早稲田（旧大久保）,2600111004,22,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004232024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３ロマノ,ロマノ　グレッグ　スティーヴン,秋学期  木３時限,外国語　英語　必修,１年以上,1,５３-Ｂ０３教室,西早稲田（旧大久保）,2600111004,23,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004242024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３バーティウム,バーティウム　ディビッド　ジョン,秋学期  木３時限,外国語　英語　必修,１年以上,1,５４-１０１教室,西早稲田（旧大久保）,2600111004,24,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004252024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３ナダー,ナダー　ジャミリア　アイィーシャ,秋学期  木３時限,外国語　英語　必修,１年以上,1,５４-３０２教室,西早稲田（旧大久保）,2600111004,25,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004262024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３ヘアー,ヘアー　イアン　ジェイムス,秋学期  木３時限,外国語　英語　必修,１年以上,1,５３-Ｂ０１教室,西早稲田（旧大久保）,2600111004,26,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004272024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　木３シェパード,シェパード　クリス,秋学期  木３時限,外国語　英語　必修,１年以上,1,５４-２０３教室,西早稲田（旧大久保）,2600111004,27,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Summary Writing x 10 (4pt x 5)(2) Question and Answer Sessions x 5 (2% x5)(3) Midterm Test and Final Test (35pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004282024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　金１原田,原田　美穂,秋学期  金１時限,外国語　英語　必修,１年以上,1,５４-１０４教室,西早稲田（旧大久保）,2600111004,28,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004292024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　金１伊藤,伊藤　衣里,秋学期  金１時限,外国語　英語　必修,１年以上,1,６１-２１４教室,西早稲田（旧大久保）,2600111004,29,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600111004302024260011100426,2024年度,基幹理工学部,Academic Lecture Comprehension 2　金１中條,中條　純子,秋学期  金１時限,外国語　英語　必修,１年以上,1,６１-３０２教室,西早稲田（旧大久保）,2600111004,30,英語,【対面】ハイブリッド（対面回数半数以上）,語学,英語,英語,初級レベル（入門・導入）,外国語,"Academic Lecture Comprehension 2 (2024). Tokyo, Japan: DTP Publishers(Supplementary resources are available from the Academic Lecture Comprehension 2 course page on Waseda Moodle.)","Throughout the course, the following assessments will be used to evaluate whether students are meeting the expected goal criteria.(1) Writing Test x 2 (5pt x 2)(2) Midterm Test and Final Test (45pt x 2)The contribution each assessment makes to the final grade is explained on the ""Student Performance Record Sheet"" (SPRS), which is available from the CELESE Academic Lecture Comprehension 2 web site and the course page on Waseda Moodle. In order to achieve a course goal, students must obtain 60% of the available points for that course goal through assessments that test that goal. In order to pass the course, students must achieve the criteria standard in at least 60% of the course goals: that is, three out of five goals.To pass the course:(a) the student must attend at least 2/3 of sessions offered, and(b) the student must meet the pass criteria (60%) in at least 3 of the 5 goals.The final grade is determined by the total points earned:A+: total points >= 90A: 80 <= total points < 90B: 70 <= total points < 80C: total points < 70F: failed criteria (a) or (b)"
